,Country Name,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
10,Belgium,33.80876494023905,34.63444318873338,33.50819068654519,32.27227227227227,30.77376276512176,26.795443288756807,25.138285262742013,26.29812438302073,27.614331488494038,28.407130534790106,29.797647058823532,28.993869455463397,28.724573941726227,29.151498179781576,29.88834301027244,29.71423452476933,28.31093228319493,27.647783251231523,28.443603200550637,26.51030561478323,27.38043001316367,25.536368393511246,27.4046511627907,27.19665271966527,26.94939672249234,27.992170022371365,28.320368769806965,29.38640465209545,26.71549730146492,26.15767119030353,27.508305647840533,27.85729544969023,27.658186562296148,25.406852248394003,25.847069597069602
11,Benin,5.128205128205128,3.333333333333333,5.555555555555557,16.666666666666664,10.526315789473683,6.382978723404255,7.317073170731707,8.333333333333332,5.555555555555557,7.142857142857142,11.538461538461537,15.0,14.285714285714285,14.285714285714285,13.636363636363635,13.636363636363635,3.296703296703297,4.310344827586206,4.132231404958678,3.7313432835820888,4.225352112676056,3.4682080924855496,3.4653465346534658,2.6315789473684217,2.469135802469136,2.985074626865672,3.3950617283950617,3.957783641160949,4.1775456919060066,2.1479713603818613,2.417582417582418,2.350427350427351,2.4489795918367347,2.294455066921606,2.264808362369338
12,Burkina Faso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Bangladesh,26.59574468085107,26.21664050235479,28.92441860465117,30.482115085536552,33.17683881064163,39.09090909090909,40.610328638497656,39.361702127659576,43.23770491803279,40.038131553860815,38.96672504378283,42.7906976744186,44.29301533219761,46.277021617293826,45.285820341499615,40.77669902912621,40.3119376124775,38.26040554962647,41.1702688455456,44.73817996949669,43.0276981852913,43.156199677938815,43.406179351921615,41.705649514213746,45.87958291288261,46.22848200312989,48.33759590792839,48.47184986595175,48.37288965011011,48.60322507381331,48.64593781344032,47.44744744744745,49.26701570680629,52.11409395973155,52.802312510036934
14,Bulgaria,45.679012345679006,46.169976563463656,47.20744680851064,46.32226322263223,46.108312342569256,47.74413231180835,50.931602356052416,51.60830860534125,51.75522962250541,51.622668927101,64.74453533592597,67.903197314962,69.41415634817963,69.71197945331133,66.98022653100402,67.21653394008344,67.22452049642723,58.2066276803119,59.22072623419011,62.33736059479554,62.88219957335862,65.46746613368866,62.88538479642269,63.38540552107853,62.94759825327512,62.12903225806453,61.23819517313746,63.79682290645225,66.41252833298991,69.05660377358491,70.04504504504504,72.42430400325136,69.74128233970754,68.91204880528723,69.04818419178731
15,Bahrain,62.01657458563537,60.051546391752595,57.125307125307124,58.510638297872326,89.14549653579678,89.34065934065933,90.3787103377687,89.91683991683995,89.9209486166008,89.57115009746592,89.04494382022473,88.52140077821012,89.32676518883417,89.66846569005396,89.60843373493977,89.29368029739777,89.35415188076651,88.56345885634589,88.32684824902725,88.9538661468486,88.69949494949495,88.31804281345566,87.6672484002327,87.31843575418995,85.9955005624297,85.89494163424125,86.57718120805366,85.78302712160979,85.53433563592037,85.36984062116879,84.02505873140174,84.47399296050057,85.28171713300115,81.22347949080621,80.46480296396092
16,"Bahamas, The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Belize,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Bermuda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Bolivia,23.515439429928737,27.1523178807947,28.131416837782346,21.255060728744933,25.054466230936818,24.825986078886316,27.951807228915662,29.19540229885057,26.995305164319248,27.966101694915253,29.32038834951456,27.852998065764023,30.683918669131238,27.886323268206038,29.508196721311478,31.059506531204647,26.89335394126739,26.964560862865948,28.818443804034587,24.00611620795107,26.056338028169023,24.082232011747433,24.89510489510489,27.10997442455243,24.765258215962447,27.012127894156567,25.734549138804454,26.135310472659874,25.63884156729131,26.612903225806452,27.226277372262768,26.899798251513108,25.22414823670053,24.600827912477822,24.6448087431694
20,Brazil,12.080376840975491,13.44,13.059343191857117,13.752866585727775,15.492957746478874,15.206812652068123,17.936244491501178,16.950097574574855,16.278432447245823,15.261675154404594,15.19674355495251,14.651880525187009,15.211281998875888,14.829965500246425,14.187262357414449,13.788863516599331,13.734498881886564,14.469331102407114,14.343262621036295,16.217279359176086,17.115391194280043,18.292234081707765,16.742688489401665,17.14090287277702,17.9746263356684,18.624798711755236,18.50141706206413,17.425069773085788,19.672885107361523,17.686047228559094,18.654359970852564,16.1631458713006,19.363395225464192,23.48170961380808,26.30981891517163
21,Barbados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Brunei Darussalam,81.43939393939394,83.39768339768341,81.1808118081181,80.06872852233677,81.56996587030714,79.66101694915253,79.93197278911563,79.59866220735785,78.59424920127795,77.491961414791,77.91411042944786,77.21893491124258,75.69832402234637,76.42487046632125,76.32850241545894,77.1111111111111,76.00849256900213,76.03143418467585,75.1740139211137,75.17899761336515,77.14932126696831,76.33410672853829,75.45871559633028,78.66666666666666,76.82926829268294,76.97095435684646,58.391123439667126,54.970760233918135,54.43213296398893,68.90982503364737,75.21865889212826,73.60912981455064,71.44906743185079,72.4087591240876,72.08955223880595
23,Bhutan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Botswana,0.0,45.65217391304349,47.91666666666667,45.39007092198582,40.0,40.66666666666666,43.930635838150295,43.575418994413404,49.76744186046512,49.36708860759494,54.092526690391466,51.64835164835166,50.0,50.46153846153847,53.57142857142857,54.858934169279,45.205479452054796,45.60260586319219,35.869565217391305,43.005181347150256,41.19106699751861,32.041343669250644,32.506203473945405,35.29411764705882,40.55415617128463,39.25233644859813,31.295843520782395,25.0,23.91799544419135,33.121019108280265,17.431192660550455,27.864583333333336,42.126789366053174,44.274809160305345,54.50581395348837
25,Central African Republic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Canada,25.342871355141288,25.58543792992128,28.066080551881537,29.75433411615695,31.02713669794573,30.573119016784734,29.926363824932587,31.60509393519102,32.905932819202555,33.45998145509645,32.901887871853546,33.58595641646489,34.22665883734586,32.46691871455577,32.38138686131387,32.817268494798505,32.105354133356386,33.6970152997241,36.22988031366075,35.819839488952226,36.61971830985916,38.197408011956966,37.6416836784291,38.05039688482852,36.486152559448,37.728937728937716,37.663130580783026,38.74406730907522,39.63341622916091,39.54873751630424,39.870685556717696,38.820148181326154,39.30752047654505,39.35088325722707,38.72927180966114
27,Switzerland,3.2101910828025484,3.0877573131094267,3.2636701975379334,2.944188428059395,2.9060716139076286,2.8256704980842917,2.976476236197792,3.0492376905773564,2.7345709984947315,2.584896097313736,6.059862610402356,6.8616163941975605,7.154322403118552,6.68912415784408,7.3086419753086425,6.824210272486135,6.890835898650249,7.555879494655006,8.466228893058162,7.919869555089681,7.749165474487362,7.839520405810468,8.343294286397322,8.107482047718323,8.927749654855036,9.088838268792713,9.3836246550138,9.005538165181797,8.976744186046512,8.585131894484412,8.677494199535964,9.130434782608695,8.711747285291214,8.760529482551144,9.30047694753577
28,Chile,29.81308411214953,29.121653358384208,27.475516866158877,27.30142030510257,28.550222662048487,27.166156982670746,24.77744807121661,24.34146341463415,27.5,32.4,36.05164797825349,29.51167728237792,24.28082191780822,23.126614987080107,27.09620476610768,27.199136535348078,32.42424242424243,31.889923108053424,37.180511182108624,40.23185100722159,34.04649249125695,31.37591084440634,33.22083948534065,35.349794238683124,39.133695855991,38.257993384784996,37.47754222062522,41.80145892800507,43.36190046609532,42.000311575011686,40.034990523399905,43.12084993359894,47.863247863247864,46.88452627728325,43.015433320142456
29,China,26.20472210001467,25.938184150197927,25.59271548948996,25.381828466760048,25.301301573377977,27.5544538011552,28.19341250804423,29.194077150038247,30.385208168562787,33.13414120436133,34.940316194109656,36.31621059369499,38.46956262573579,40.12912308930008,41.87602487546796,41.06744530806213,46.317141872295096,45.69118557765086,46.98918888285122,49.40447454447648,51.038493940768596,51.225521941591886,52.624024247276466,53.75830943932568,50.29465181553782,50.22517352265452,51.57791127166457,51.334839075715344,50.16206449894681,50.365986783771035,51.56823946905755,52.39090372120495,52.52680382833951,53.156462872905166,52.253008706982314
30,Cote d'Ivoire,19.469026548672566,13.712374581939798,16.89189189189189,32.887700534759354,44.910179640718574,32.786885245901644,33.11688311688312,32.786885245901644,29.411764705882355,23.20819112627986,22.222222222222218,22.58064516129032,24.90974729241877,30.74324324324325,34.3042071197411,31.288343558282214,38.50129198966409,44.56066945606694,51.13871635610764,37.36920777279522,37.44075829383887,39.29712460063897,41.3793103448276,42.33009708737864,42.988929889298895,53.87263339070568,41.56305506216696,44.14414414414414,44.65408805031446,42.56756756756757,46.8599033816425,47.7815699658703,46.19289340101521,41.782407407407405,42.032085561497325
31,Cameroon,4.1916167664670665,4.571428571428571,4.787234042553191,3.431372549019608,2.8037383177570088,1.6806722689075633,1.7391304347826086,2.1929824561403506,1.6064257028112447,1.4705882352941175,1.5151515151515151,1.6460905349794237,1.3215859030837005,1.2396694214876034,1.1764705882352942,1.2195121951219512,1.2295081967213115,1.1673151750972763,1.8656716417910448,1.6666666666666667,1.4336917562724014,2.2140221402214015,3.103448275862069,4.026845637583892,3.9867109634551503,5.460750853242321,19.29260450160772,32.281553398058264,33.02107728337237,32.432432432432435,32.475247524752476,30.37475345167653,31.086142322097377,33.846153846153854,32.615894039735096
32,"Congo, Dem. Rep.",5.047318611987381,4.71976401179941,5.32319391634981,4.46927374301676,4.610951008645533,4.9230769230769225,5.0,4.819277108433735,4.310344827586206,1.5151515151515154,3.3444816053511706,4.294478527607364,3.546099290780142,4.37956204379562,3.3057851239669422,3.508771929824562,3.4782608695652173,3.4782608695652173,3.149606299212598,3.2,0.0,1.4084507042253522,1.2987012987012987,1.0638297872340428,0.99009900990099,0.78125,2.1582733812949644,3.8961038961038965,3.4883720930232567,3.4482758620689653,3.2085561497326207,2.5641025641025643,0.0,0.0,0.0
33,"Congo, Rep.",11.594202898550725,11.111111111111114,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.639344262295082,0.0,0.0,0.0,0.0,0.0,0.0,5.405405405405406,0.0,0.0,0.0,4.0,5.128205128205128,4.761904761904763,4.901960784313727,3.636363636363636,3.6496350364963503,8.917197452229301,11.475409836065571,14.35406698564593,18.83408071748879,16.92913385826772,17.424242424242426
34,Colombia,25.89080459770115,27.655310621242485,28.2051282051282,29.122055674518197,29.05530563641175,29.440081074233593,29.382470119521923,27.599155127904247,27.808727948003718,26.410885567700205,26.84578418523372,26.89393939393939,27.158746208291202,26.72165739497411,23.595936361893806,25.528007346189167,22.001471670345847,24.728445349626607,27.67104819683182,24.053066717938858,25.38305335056304,25.553725059491118,25.576080746524468,26.33101851851852,23.87916105445449,24.211312301661376,23.05684995340168,22.954711468224982,19.92089176555196,30.001694053870917,28.76598571665836,20.69123719223123,23.201962889127437,26.59799633131085,26.91034482758621
35,Comoros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Cabo Verde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Costa Rica,6.9444444444444455,6.435643564356437,12.5,8.670520231213873,7.608695652173914,6.666666666666668,8.737864077669903,10.454545454545453,10.822510822510822,7.224334600760457,7.3076923076923075,9.420289855072463,17.357512953367873,13.385826771653544,20.224719101123593,19.36936936936937,12.470023980815348,7.090464547677263,8.131868131868131,2.8508771929824563,1.3333333333333333,3.8696537678207736,3.784860557768925,4.3233082706766925,2.4482109227871938,5.330882352941177,9.380234505862646,10.944527736131935,10.179640718562874,6.918238993710692,9.228441754916792,9.911242603550297,8.625730994152047,11.921458625525947,10.739191073919107
38,Caribbean small states,44.61657629744385,47.37609329446065,48.05401111993647,47.08299096138045,47.2013366750209,50.26501766784453,49.422222222222224,51.30581297388375,49.48371723590151,45.1403887688985,44.451783355350074,46.404793608521956,55.50715619166147,62.46867167919799,57.18692165330043,62.703681351840665,60.023174971031295,60.265633646928606,60.2428722280887,59.157127991675345,54.754098360655725,55.35327264846121,57.52799668187474,62.56065696155282,57.78508771929825,56.701730573464545,55.26315789473684,50.08625646923519,49.984686064318545,54.93296665520797,57.765579593154676,60.17868538608808,57.56791720569211,57.196029776674926,54.95829471733086
39,Cuba,31.72572178477691,31.11623312479421,33.36610947230416,30.310334438083764,29.107710077967077,32.88778364936276,34.99236641221374,35.212489158716394,35.49712407559573,35.47959724430313,37.683284457477995,41.65725047080978,42.76966556759303,46.968925114620475,49.38505203405866,49.06417112299465,47.377049180327866,41.34141720348617,41.381957773512475,38.41576794347342,39.97805413313826,36.432350718065,50.950871632329644,54.89795918367346,54.78943022295624,52.215568862275454,51.41509433962265,51.46332193082478,54.416961130742045,48.99420388680532,49.724602203182386,51.46120255290562,51.90039318479685,53.093133922501686,52.80135823429541
40,Cayman Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Cyprus,40.07782101167315,43.87351778656127,44.35797665369649,43.12977099236642,41.605839416058394,42.7536231884058,41.254125412541256,41.78272980501393,40.273972602739725,43.30708661417323,45.24421593830335,41.21621621621621,44.631578947368425,45.54655870445344,46.108949416342405,42.772277227722775,42.42990654205608,44.058500914076774,45.43889845094664,46.62273476112026,46.82539682539682,45.88045234248788,47.31861198738171,50.142450142450144,47.90159189580317,49.50354609929079,50.070323488045005,50.40431266846361,51.31926121372031,52.4,52.203856749311285,52.14285714285714,53.14900153609832,49.288256227758005,50.0
42,Djibouti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Dominica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Denmark,43.045202220459956,39.708664396519104,49.87281976744186,49.535603715170275,49.183405293786365,52.22877745001638,52.411105698977096,52.240802675585286,52.1257591997142,49.07315128562886,52.08946439081814,57.950645530315406,55.089495570421256,55.52088750216676,58.75669534166531,55.78965399109283,63.00432779561637,58.30639948287006,56.19392684610076,53.843344896841344,52.07881773399014,52.86587695834925,53.56388088376561,57.05831157528285,51.9212203128017,48.72006606110653,55.579208799006565,51.579151327262146,50.298169853999596,51.98294243070362,51.48242270224482,47.941946228884134,45.75074667390714,49.35266701191093,45.204288611996525
45,Dominican Republic,48.34123222748815,48.5,41.45077720207254,50.81481481481482,51.12994350282485,53.772070626003206,54.17256011315417,52.22772277227723,50.43050430504306,43.3679354094579,44.189189189189186,47.46423927178154,48.615725359911394,45.03901895206243,46.64778092540133,44.47415329768271,42.678868552412645,42.74252370532458,55.407124681933844,55.721989215098866,52.407002188183796,55.692652832305114,51.1724856696196,53.17884729649436,41.57014157014158,48.15242494226328,48.29637641968632,48.975188781014026,51.17521367521367,49.89118607181721,48.98278560250391,50.0,49.5987963891675,53.123412899949216,53.63447559709242
46,Algeria,46.303642264695284,48.08470881345376,51.726844583987436,54.567192730750826,50.04901960784315,46.69519733713742,50.0,47.89898132427844,50.59559862709469,50.676357762971925,45.13291634089132,43.99561323341254,43.79322897706589,44.60127028934369,45.695970695970686,46.74620390455531,46.86588921282798,49.49982136477314,48.28725439054078,48.103759645378425,47.43860790372418,47.92063492063492,47.3800088066931,45.191773207337405,43.271983640081814,42.07876049063912,42.400594574507615,40.01178550383029,40.034052213393856,38.83063234826819,37.924193379972856,38.869846244246396,39.86626908828047,38.42641376887952,38.82697470104939
47,Ecuador,31.15384615384615,31.94915254237288,32.31810490693739,26.239855725879174,20.125223613595708,15.008576329331047,13.350125944584384,12.908777969018931,10.414971521562244,10.399334442595674,12.012012012012011,13.803019410496047,16.396761133603242,13.319088319088314,12.3489932885906,23.60695026962253,21.71875,22.858541360744,25.392156862745093,23.728813559322035,22.173193601765032,24.74066390041493,24.494949494949488,23.430321592649307,23.412877082395315,24.372909698996647,27.41935483870968,27.443464929091608,24.74187380497132,27.11157455683003,30.23400936037441,26.187576126674784,25.88476162620649,27.209367159185952,26.465272398657376
48,"Egypt, Arab Rep.",22.710532776822987,23.364084960308947,24.533174413984906,26.612186889323148,26.66774611398964,28.79751745539178,31.65829145728643,32.92837971464896,33.38886575038178,32.24656810982049,32.570988050880125,34.831024213388574,34.50730610715624,33.536957849725106,34.89461358313817,33.50887936313533,32.54410399257196,32.871116844028805,35.38116134299419,35.84831899921815,34.53013739845552,35.37757026129119,37.00822208469632,39.925055356838705,46.0974086793631,43.970405199834055,43.58114770262276,41.30594277329421,43.745976002341244,45.16424926904776,44.12698412698413,44.568550153307065,46.584605631570604,49.57128158225677,50.3376233623824
49,Spain,38.19548872180452,41.11461619348055,42.42572110171329,42.321200510855704,40.05371831458788,38.381502890173415,39.707872772388896,39.19146546883774,33.840807545920896,39.00045296693341,38.48469891411649,37.65270713504778,40.022532672374936,37.582280305578244,36.9461988843299,39.12433711706184,35.22987978342663,37.81010135278402,36.53655718765473,40.42908043362899,39.78745557031559,37.02631202631202,39.92461973347691,37.081474136506365,37.84461152882204,39.094206156520706,39.629492860659774,40.404997335543854,38.76780005812264,37.61820223904932,33.651423772807085,38.24773413897281,41.9789586853018,36.53919775405164,37.40678477520583
50,Ethiopia,22.962962962962962,20.805369127516784,24.444444444444443,23.448275862068968,24.444444444444446,24.460431654676267,17.073170731707318,15.053763440860214,13.989637305699484,13.300492610837441,13.364055299539174,14.479638009049776,5.035971223021583,3.888888888888888,3.864734299516909,3.448275862068966,2.702702702702702,1.8181818181818183,1.3698630136986305,0.6849315068493151,0.625,0.4950495049504951,0.4750593824228029,0.2188183807439825,0.4166666666666667,0.22271714922049,0.20833333333333331,2.9684601113172544,7.66609880749574,8.180300500834724,0.6711409395973155,0.5822416302765648,0.1375515818431912,0.11764705882352942,0.1095290251916758
51,Finland,38.395624430264355,28.091368328574557,26.775584297708196,27.377318619394217,29.81338188438781,37.39382639320489,35.21882741535921,36.36189380870232,36.24174115818111,33.559914546513895,36.90078037904125,39.34005499541705,36.93763274763468,41.823662396382815,45.13853904282116,44.578096947935364,51.06964774006754,48.59517871986699,42.394366197183096,43.74218889484021,47.4243813015582,51.39646339448025,53.85716557976777,59.066629181894854,56.87649164677803,48.54014598540146,57.54147812971342,56.180998289535076,52.68336314847942,54.91588785046729,56.78253839935326,53.74724467303454,50.0,51.985413290113456,50.651933701657455
52,Fiji,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,France,30.121302685360174,27.19209886249171,28.380702970551237,25.48820287839067,22.2972412075597,20.16491327836224,16.95312271249964,15.866762177650427,16.677162992952464,19.59273685416428,18.428364688856732,20.027553418514817,17.675389755011135,15.069538172642451,15.08090229148664,16.274669616347445,16.69402632091483,16.015046164367945,19.026263494280034,17.689432180959912,19.045398436428467,17.07237557052815,17.91390728476821,18.451718049708003,18.23282287572842,19.83694184979213,19.25858199650902,20.336677435810234,19.70556223864353,19.540505683692754,20.315808045165845,18.32179094862297,17.43022136669875,16.9930312490146,13.795155418650234
54,Faroe Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Gabon,9.30232558139535,7.4074074074074066,6.8181818181818175,13.186813186813188,8.609271523178807,14.285714285714285,16.216216216216218,19.53125,17.36111111111111,26.548672566371692,34.065934065934066,29.906542056074766,28.828828828828836,27.5,21.551724137931036,25.190839694656486,29.787234042553195,27.631578947368425,30.24691358024691,30.263157894736853,30.821917808219183,27.702702702702698,32.60869565217392,35.971223021582745,36.36363636363637,36.416184971098254,33.888888888888886,39.69072164948454,34.0,33.49514563106796,30.07518796992481,30.76923076923077,30.91482649842272,28.613569321533927,32.664756446991404
